Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Pakistan,Soybeans,1994,8011,494.0,6183.0,22.93
Pakistan,Soybeans,1995,12021,494.0,7681.0,24.58
Pakistan,Soybeans,1995,12021,494.0,7681.0,22.61
Pakistan,Soybeans,1995,12021,494.0,7681.0,27.11
Pakistan,Soybeans,1995,12021,494.0,7681.0,22.61
Pakistan,Soybeans,1995,12021,494.0,7681.0,26.63
Pakistan,Soybeans,1995,12021,494.0,7681.0,24.58
Pakistan,Soybeans,1995,12021,494.0,7681.0,26.09
Pakistan,Soybeans,1995,12021,494.0,7681.0,18.68
Pakistan,Soybeans,1995,12021,494.0,7681.0,22.61
Pakistan,Soybeans,1996,12636,494.0,11955.0,24.43
Pakistan,Soybeans,1996,12636,494.0,11955.0,22.61
Pakistan,Soybeans,1996,12636,494.0,11955.0,27.17
Pakistan,Soybeans,1996,12636,494.0,11955.0,22.61
Pakistan,Soybeans,1996,12636,494.0,11955.0,26.5
Pakistan,Soybeans,1996,12636,494.0,11955.0,24.43
Pakistan,Soybeans,1996,12636,494.0,11955.0,25.92
Pakistan,Soybeans,1996,12636,494.0,11955.0,18.72
Pakistan,Soybeans,1996,12636,494.0,11955.0,22.61
Pakistan,Soybeans,1997,12942,494.0,16936.0,23.76
Pakistan,Soybeans,1997,12942,494.0,16936.0,22.14
Pakistan,Soybeans,1997,12942,494.0,16936.0,26.82
Pakistan,Soybeans,1997,12942,494.0,16936.0,22.14
Pakistan,Soybeans,1997,12942,494.0,16936.0,26.29
Pakistan,Soybeans,1997,12942,494.0,16936.0,23.76
Pakistan,Soybeans,1997,12942,494.0,16936.0,25.16
Pakistan,Soybeans,1997,12942,494.0,16936.0,18.62
Pakistan,Soybeans,1997,12942,494.0,16936.0,22.14
Pakistan,Soybeans,1998,12959,494.0,18406.0,24.91
Pakistan,Soybeans,1998,12959,494.0,18406.0,23.11
Pakistan,Soybeans,1998,12959,494.0,18406.0,27.89
Pakistan,Soybeans,1998,12959,494.0,18406.0,23.11
Pakistan,Soybeans,1998,12959,494.0,18406.0,27.36
Pakistan,Soybeans,1998,12959,494.0,18406.0,24.91
Pakistan,Soybeans,1998,12959,494.0,18406.0,26.41
Pakistan,Soybeans,1998,12959,494.0,18406.0,19.15
Pakistan,Soybeans,1998,12959,494.0,18406.0,23.11
Pakistan,Soybeans,1999,15078,494.0,20450.0,25.5
Pakistan,Soybeans,1999,15078,494.0,20450.0,23.8
Pakistan,Soybeans,1999,15078,494.0,20450.0,27.54
Pakistan,Soybeans,1999,15078,494.0,20450.0,23.8
Pakistan,Soybeans,1999,15078,494.0,20450.0,27.14
Pakistan,Soybeans,1999,15078,494.0,20450.0,25.5
Pakistan,Soybeans,1999,15078,494.0,20450.0,26.8
Pakistan,Soybeans,1999,15078,494.0,20450.0,19.84
Pakistan,Soybeans,1999,15078,494.0,20450.0,23.8
Pakistan,Soybeans,2000,12160,494.0,27885.0,25.32
Pakistan,Soybeans,2000,12160,494.0,27885.0,23.6
Pakistan,Soybeans,2000,12160,494.0,27885.0,27.73
Pakistan,Soybeans,2000,12160,494.0,27885.0,23.6
Pakistan,Soybeans,2000,12160,494.0,27885.0,27.12
Pakistan,Soybeans,2000,12160,494.0,27885.0,25.32
Pakistan,Soybeans,2000,12160,494.0,27885.0,26.71
Pakistan,Soybeans,2000,12160,494.0,27885.0,19.68
Pakistan,Soybeans,2000,12160,494.0,27885.0,23.6
Pakistan,Soybeans,2001,11134,494.0,11871.0,25.18
Pakistan,Soybeans,2001,11134,494.0,11871.0,23.62
Pakistan,Soybeans,2001,11134,494.0,11871.0,27.7
Pakistan,Soybeans,2001,11134,494.0,11871.0,23.62
Pakistan,Soybeans,2001,11134,494.0,11871.0,27.28
Pakistan,Soybeans,2001,11134,494.0,11871.0,25.18
Pakistan,Soybeans,2001,11134,494.0,11871.0,26.5
Pakistan,Soybeans,2001,11134,494.0,11871.0,19.79
Pakistan,Soybeans,2001,11134,494.0,11871.0,23.62
Pakistan,Soybeans,2002,12647,494.0,10881.83,25.61
Pakistan,Soybeans,2002,12647,494.0,10881.83,23.83
Pakistan,Soybeans,2002,12647,494.0,10881.83,27.88
Pakistan,Soybeans,2002,12647,494.0,10881.83,23.83
Pakistan,Soybeans,2002,12647,494.0,10881.83,27.2
Pakistan,Soybeans,2002,12647,494.0,10881.83,25.61
Pakistan,Soybeans,2002,12647,494.0,10881.83,27.0
Pakistan,Soybeans,2002,12647,494.0,10881.83,19.7
Pakistan,Soybeans,2002,12647,494.0,10881.83,23.83
Pakistan,Soybeans,2004,12450,494.0,8903.48,25.55
Pakistan,Soybeans,2004,12450,494.0,8903.48,23.78
Pakistan,Soybeans,2004,12450,494.0,8903.48,27.94
Pakistan,Soybeans,2004,12450,494.0,8903.48,23.78
Pakistan,Soybeans,2004,12450,494.0,8903.48,27.5
Pakistan,Soybeans,2004,12450,494.0,8903.48,25.55
Pakistan,Soybeans,2004,12450,494.0,8903.48,26.96
Pakistan,Soybeans,2004,12450,494.0,8903.48,19.93
Pakistan,Soybeans,2004,12450,494.0,8903.48,23.78
Pakistan,Soybeans,2005,12000,494.0,7914.31,24.66
Pakistan,Soybeans,2005,12000,494.0,7914.31,22.8
Pakistan,Soybeans,2005,12000,494.0,7914.31,27.21
Pakistan,Soybeans,2005,12000,494.0,7914.31,22.8
Pakistan,Soybeans,2005,12000,494.0,7914.31,26.8
Pakistan,Soybeans,2005,12000,494.0,7914.31,24.66
Pakistan,Soybeans,2005,12000,494.0,7914.31,26.04
Pakistan,Soybeans,2005,12000,494.0,7914.31,18.75
Pakistan,Soybeans,2005,12000,494.0,7914.31,22.8
Pakistan,Soybeans,2006,11287,494.0,6925.13,25.17
Pakistan,Soybeans,2006,11287,494.0,6925.13,23.28
Pakistan,Soybeans,2006,11287,494.0,6925.13,27.29
Pakistan,Soybeans,2006,11287,494.0,6925.13,23.28
Pakistan,Soybeans,2006,11287,494.0,6925.13,26.73
Pakistan,Soybeans,2006,11287,494.0,6925.13,25.17
Pakistan,Soybeans,2006,11287,494.0,6925.13,26.46
Pakistan,Soybeans,2006,11287,494.0,6925.13,19.53
Pakistan,Soybeans,2006,11287,494.0,6925.13,23.28
Pakistan,Soybeans,2007,5818,494.0,5935.96,25.16
Pakistan,Soybeans,2007,5818,494.0,5935.96,23.33
Pakistan,Soybeans,2007,5818,494.0,5935.96,27.69
Pakistan,Soybeans,2007,5818,494.0,5935.96,23.33
Pakistan,Soybeans,2007,5818,494.0,5935.96,27.21
Pakistan,Soybeans,2007,5818,494.0,5935.96,25.16
Pakistan,Soybeans,2007,5818,494.0,5935.96,26.53
Pakistan,Soybeans,2007,5818,494.0,5935.96,19.5
Pakistan,Soybeans,2007,5818,494.0,5935.96,23.33
Pakistan,Soybeans,2008,5918,494.0,4946.79,24.89
Pakistan,Soybeans,2008,5918,494.0,4946.79,23.21
Pakistan,Soybeans,2008,5918,494.0,4946.79,27.23
Pakistan,Soybeans,2008,5918,494.0,4946.79,23.21
Pakistan,Soybeans,2008,5918,494.0,4946.79,26.74
Pakistan,Soybeans,2008,5918,494.0,4946.79,24.89
Pakistan,Soybeans,2008,5918,494.0,4946.79,26.33
Pakistan,Soybeans,2008,5918,494.0,4946.79,19.34
Pakistan,Soybeans,2008,5918,494.0,4946.79,23.21
Pakistan,Soybeans,2009,6078,494.0,3957.61,25.37
Pakistan,Soybeans,2009,6078,494.0,3957.61,23.62
Pakistan,Soybeans,2009,6078,494.0,3957.61,27.88
Pakistan,Soybeans,2009,6078,494.0,3957.61,23.62
Pakistan,Soybeans,2009,6078,494.0,3957.61,27.41
Pakistan,Soybeans,2009,6078,494.0,3957.61,25.37
Pakistan,Soybeans,2009,6078,494.0,3957.61,26.68
Pakistan,Soybeans,2009,6078,494.0,3957.61,19.3
Pakistan,Soybeans,2009,6078,494.0,3957.61,23.62
Pakistan,Soybeans,2010,5730,494.0,2968.44,25.48
Pakistan,Soybeans,2010,5730,494.0,2968.44,23.75
Pakistan,Soybeans,2010,5730,494.0,2968.44,28.0
Pakistan,Soybeans,2010,5730,494.0,2968.44,23.75
Pakistan,Soybeans,2010,5730,494.0,2968.44,27.45
Pakistan,Soybeans,2010,5730,494.0,2968.44,25.48
Pakistan,Soybeans,2010,5730,494.0,2968.44,26.79
Pakistan,Soybeans,2010,5730,494.0,2968.44,19.52
Pakistan,Soybeans,2010,5730,494.0,2968.44,23.75
Pakistan,Soybeans,2011,6953,494.0,1979.27,24.98
Pakistan,Soybeans,2011,6953,494.0,1979.27,23.36
Pakistan,Soybeans,2011,6953,494.0,1979.27,27.41
Pakistan,Soybeans,2011,6953,494.0,1979.27,23.36
Pakistan,Soybeans,2011,6953,494.0,1979.27,27.02
Pakistan,Soybeans,2011,6953,494.0,1979.27,24.98
Pakistan,Soybeans,2011,6953,494.0,1979.27,26.32
Pakistan,Soybeans,2011,6953,494.0,1979.27,19.53
Pakistan,Soybeans,2011,6953,494.0,1979.27,23.36
Pakistan,Soybeans,2012,7901,494.0,990.09,24.87
Pakistan,Soybeans,2012,7901,494.0,990.09,23.1
Pakistan,Soybeans,2012,7901,494.0,990.09,27.23
Pakistan,Soybeans,2012,7901,494.0,990.09,23.1
Pakistan,Soybeans,2012,7901,494.0,990.09,26.75
Pakistan,Soybeans,2012,7901,494.0,990.09,24.87
Pakistan,Soybeans,2012,7901,494.0,990.09,26.11
Pakistan,Soybeans,2012,7901,494.0,990.09,18.74
Pakistan,Soybeans,2012,7901,494.0,990.09,23.1
Pakistan,Soybeans,2013,7222,494.0,0.92,25.95
Pakistan,Soybeans,2013,7222,494.0,0.92,24.27
Pakistan,Soybeans,2013,7222,494.0,0.92,27.9
Pakistan,Soybeans,2013,7222,494.0,0.92,24.27
Pakistan,Soybeans,2013,7222,494.0,0.92,27.21
Pakistan,Soybeans,2013,7222,494.0,0.92,25.95
Pakistan,Soybeans,2013,7222,494.0,0.92,27.38
Pakistan,Soybeans,2013,7222,494.0,0.92,19.98
Pakistan,Soybeans,2013,7222,494.0,0.92,24.27
Pakistan,Soybeans,2014,7500,494.0,4566.8,25.98
Pakistan,Soybeans,2014,7500,494.0,4566.8,24.3
Pakistan,Soybeans,2014,7500,494.0,4566.8,27.93
Pakistan,Soybeans,2014,7500,494.0,4566.8,24.3
Pakistan,Soybeans,2014,7500,494.0,4566.8,27.24
Pakistan,Soybeans,2014,7500,494.0,4566.8,25.98
Pakistan,Soybeans,2014,7500,494.0,4566.8,27.41
Pakistan,Soybeans,2014,7500,494.0,4566.8,20.01
Pakistan,Soybeans,2014,7500,494.0,4566.8,24.3
Pakistan,Soybeans,2015,5366,494.0,4243.4,26.01
Pakistan,Soybeans,2015,5366,494.0,4243.4,24.33
Pakistan,Soybeans,2015,5366,494.0,4243.4,27.96
Pakistan,Soybeans,2015,5366,494.0,4243.4,24.33
Pakistan,Soybeans,2015,5366,494.0,4243.4,27.27
Pakistan,Soybeans,2015,5366,494.0,4243.4,26.01
Pakistan,Soybeans,2015,5366,494.0,4243.4,27.44
Pakistan,Soybeans,2015,5366,494.0,4243.4,20.04
Pakistan,Soybeans,2015,5366,494.0,4243.4,24.33
Pakistan,Soybeans,2016,8511,494.0,3920.1,26.04
Pakistan,Soybeans,2016,8511,494.0,3920.1,24.36
Pakistan,Soybeans,2016,8511,494.0,3920.1,27.99
Pakistan,Soybeans,2016,8511,494.0,3920.1,24.36
Pakistan,Soybeans,2016,8511,494.0,3920.1,27.3
Pakistan,Soybeans,2016,8511,494.0,3920.1,26.04
Pakistan,Soybeans,2016,8511,494.0,3920.1,27.47
Pakistan,Soybeans,2016,8511,494.0,3920.1,20.07
Pakistan,Soybeans,2016,8511,494.0,3920.1,24.36
Pakistan,Soybeans,2017,7308,494.0,3596.7,26.07
Pakistan,Soybeans,2017,7308,494.0,3596.7,24.39
Pakistan,Soybeans,2017,7308,494.0,3596.7,28.02
Pakistan,Soybeans,2017,7308,494.0,3596.7,24.39
Pakistan,Soybeans,2017,7308,494.0,3596.7,27.33
Pakistan,Soybeans,2017,7308,494.0,3596.7,26.07
Pakistan,Soybeans,2017,7308,494.0,3596.7,27.5
Pakistan,Soybeans,2017,7308,494.0,3596.7,20.1
Pakistan,Soybeans,2017,7308,494.0,3596.7,24.39
Pakistan,Soybeans,2018,10370,494.0,3273.3,26.1
Pakistan,Soybeans,2018,10370,494.0,3273.3,24.42
Pakistan,Soybeans,2018,10370,494.0,3273.3,28.05
Pakistan,Soybeans,2018,10370,494.0,3273.3,24.42
Pakistan,Soybeans,2018,10370,494.0,3273.3,27.36
Pakistan,Soybeans,2018,10370,494.0,3273.3,26.1
Pakistan,Soybeans,2018,10370,494.0,3273.3,27.53
Pakistan,Soybeans,2018,10370,494.0,3273.3,20.13
Pakistan,Soybeans,2018,10370,494.0,3273.3,24.42
Pakistan,Soybeans,2019,8824,494.0,2949.9,26.13
Pakistan,Soybeans,2019,8824,494.0,2949.9,24.45
Pakistan,Soybeans,2019,8824,494.0,2949.9,28.08
Pakistan,Soybeans,2019,8824,494.0,2949.9,24.45
Pakistan,Soybeans,2019,8824,494.0,2949.9,27.39
Pakistan,Soybeans,2019,8824,494.0,2949.9,26.13
Pakistan,Soybeans,2019,8824,494.0,2949.9,27.56
Pakistan,Soybeans,2019,8824,494.0,2949.9,20.16
Pakistan,Soybeans,2019,8824,494.0,2949.9,24.45
Pakistan,Soybeans,2020,11105,494.0,2626.5,26.16
Pakistan,Soybeans,2020,11105,494.0,2626.5,24.48
Pakistan,Soybeans,2020,11105,494.0,2626.5,28.11
Pakistan,Soybeans,2020,11105,494.0,2626.5,24.48
Pakistan,Soybeans,2020,11105,494.0,2626.5,27.42
Pakistan,Soybeans,2020,11105,494.0,2626.5,26.16
Pakistan,Soybeans,2020,11105,494.0,2626.5,27.59
Pakistan,Soybeans,2020,11105,494.0,2626.5,20.19
Pakistan,Soybeans,2020,11105,494.0,2626.5,24.48
Pakistan,Soybeans,2021,8727,494.0,2303.1,26.19
Pakistan,Soybeans,2021,8727,494.0,2303.1,24.51
Pakistan,Soybeans,2021,8727,494.0,2303.1,28.14
Pakistan,Soybeans,2021,8727,494.0,2303.1,24.51
Pakistan,Soybeans,2021,8727,494.0,2303.1,27.45
Pakistan,Soybeans,2021,8727,494.0,2303.1,26.19
Pakistan,Soybeans,2021,8727,494.0,2303.1,27.62
Pakistan,Soybeans,2021,8727,494.0,2303.1,20.22
Pakistan,Soybeans,2021,8727,494.0,2303.1,24.51
Pakistan,Soybeans,2022,6429,494.0,1979.8,26.22
Pakistan,Soybeans,2022,6429,494.0,1979.8,24.54
Pakistan,Soybeans,2022,6429,494.0,1979.8,28.17
Pakistan,Soybeans,2022,6429,494.0,1979.8,24.54
Pakistan,Soybeans,2022,6429,494.0,1979.8,27.48
Pakistan,Soybeans,2022,6429,494.0,1979.8,26.22
Pakistan,Soybeans,2022,6429,494.0,1979.8,27.65
Pakistan,Soybeans,2022,6429,494.0,1979.8,20.25
Pakistan,Soybeans,2022,6429,494.0,1979.8,24.54
Pakistan,Soybeans,2023,6364,494.0,1656.4,26.25
Pakistan,Soybeans,2023,6364,494.0,1656.4,24.57
Pakistan,Soybeans,2023,6364,494.0,1656.4,28.2
Pakistan,Soybeans,2023,6364,494.0,1656.4,24.57
Pakistan,Soybeans,2023,6364,494.0,1656.4,27.51
Pakistan,Soybeans,2023,6364,494.0,1656.4,26.25
Pakistan,Soybeans,2023,6364,494.0,1656.4,27.68
Pakistan,Soybeans,2023,6364,494.0,1656.4,20.28
Pakistan,Soybeans,2023,6364,494.0,1656.4,24.57
Pakistan,Soybeans,2024,6000,494.0,1333.0,26.28
Pakistan,Soybeans,2024,6000,494.0,1333.0,24.6
Pakistan,Soybeans,2024,6000,494.0,1333.0,28.23
Pakistan,Soybeans,2024,6000,494.0,1333.0,24.6
Pakistan,Soybeans,2024,6000,494.0,1333.0,27.54
Pakistan,Soybeans,2024,6000,494.0,1333.0,26.28
Pakistan,Soybeans,2024,6000,494.0,1333.0,27.71
Pakistan,Soybeans,2024,6000,494.0,1333.0,20.31
Pakistan,Soybeans,2024,6000,494.0,1333.0,24.6
Pakistan,Soybeans,2025,7581,494.0,1009.6,26.31
Pakistan,Soybeans,2025,7581,494.0,1009.6,24.63
Pakistan,Soybeans,2025,7581,494.0,1009.6,28.26
Pakistan,Soybeans,2025,7581,494.0,1009.6,24.63
Pakistan,Soybeans,2025,7581,494.0,1009.6,27.57
Pakistan,Soybeans,2025,7581,494.0,1009.6,26.31
Pakistan,Soybeans,2025,7581,494.0,1009.6,27.74
Pakistan,Soybeans,2025,7581,494.0,1009.6,20.34
Pakistan,Soybeans,2025,7581,494.0,1009.6,24.63
Pakistan,Soybeans,2026,7512,494.0,686.2,26.34
Pakistan,Soybeans,2026,7512,494.0,686.2,24.66
Pakistan,Soybeans,2026,7512,494.0,686.2,28.29
Pakistan,Soybeans,2026,7512,494.0,686.2,24.66
Pakistan,Soybeans,2026,7512,494.0,686.2,27.6
Pakistan,Soybeans,2026,7512,494.0,686.2,26.34
Pakistan,Soybeans,2026,7512,494.0,686.2,27.77
Pakistan,Soybeans,2026,7512,494.0,686.2,20.37
Pakistan,Soybeans,2026,7512,494.0,686.2,24.66
Pakistan,Sweet potatoes,1990,92141,494.0,5299.0,24.81
Pakistan,Sweet potatoes,1990,92141,494.0,5299.0,23.14
Pakistan,Sweet potatoes,1990,92141,494.0,5299.0,27.0
Pakistan,Sweet potatoes,1990,92141,494.0,5299.0,23.14
Pakistan,Sweet potatoes,1990,92141,494.0,5299.0,26.39
Pakistan,Sweet potatoes,1990,92141,494.0,5299.0,24.81
Pakistan,Sweet potatoes,1990,92141,494.0,5299.0,26.23
Pakistan,Sweet potatoes,1990,92141,494.0,5299.0,19.36
Pakistan,Sweet potatoes,1990,92141,494.0,5299.0,23.14
Pakistan,Sweet potatoes,1991,101190,494.0,5962.0,24.38
Pakistan,Sweet potatoes,1991,101190,494.0,5962.0,22.48
Pakistan,Sweet potatoes,1991,101190,494.0,5962.0,26.98
Pakistan,Sweet potatoes,1991,101190,494.0,5962.0,22.48
Pakistan,Sweet potatoes,1991,101190,494.0,5962.0,26.34
Pakistan,Sweet potatoes,1991,101190,494.0,5962.0,24.38
Pakistan,Sweet potatoes,1991,101190,494.0,5962.0,25.87
Pakistan,Sweet potatoes,1991,101190,494.0,5962.0,18.48
Pakistan,Sweet potatoes,1991,101190,494.0,5962.0,22.48
Pakistan,Sweet potatoes,1992,104368,494.0,5518.0,24.31
Pakistan,Sweet potatoes,1992,104368,494.0,5518.0,22.36
Pakistan,Sweet potatoes,1992,104368,494.0,5518.0,26.91
Pakistan,Sweet potatoes,1992,104368,494.0,5518.0,22.36
Pakistan,Sweet potatoes,1992,104368,494.0,5518.0,26.36
Pakistan,Sweet potatoes,1992,104368,494.0,5518.0,24.31
Pakistan,Sweet potatoes,1992,104368,494.0,5518.0,25.71
Pakistan,Sweet potatoes,1992,104368,494.0,5518.0,18.34
Pakistan,Sweet potatoes,1992,104368,494.0,5518.0,22.36
Pakistan,Sweet potatoes,1993,98171,494.0,4945.0,25.04
Pakistan,Sweet potatoes,1993,98171,494.0,4945.0,23.08
Pakistan,Sweet potatoes,1993,98171,494.0,4945.0,27.72
Pakistan,Sweet potatoes,1993,98171,494.0,4945.0,23.08
Pakistan,Sweet potatoes,1993,98171,494.0,4945.0,27.25
Pakistan,Sweet potatoes,1993,98171,494.0,4945.0,25.04
Pakistan,Sweet potatoes,1993,98171,494.0,4945.0,26.51
Pakistan,Sweet potatoes,1993,98171,494.0,4945.0,18.91
Pakistan,Sweet potatoes,1993,98171,494.0,4945.0,23.08
Pakistan,Sweet potatoes,1994,99148,494.0,6183.0,24.78
Pakistan,Sweet potatoes,1994,99148,494.0,6183.0,22.93
Pakistan,Sweet potatoes,1994,99148,494.0,6183.0,26.87
Pakistan,Sweet potatoes,1994,99148,494.0,6183.0,22.93
Pakistan,Sweet potatoes,1994,99148,494.0,6183.0,26.36
Pakistan,Sweet potatoes,1994,99148,494.0,6183.0,24.78
Pakistan,Sweet potatoes,1994,99148,494.0,6183.0,26.13
Pakistan,Sweet potatoes,1994,99148,494.0,6183.0,18.78
Pakistan,Sweet potatoes,1994,99148,494.0,6183.0,22.93
Pakistan,Sweet potatoes,1995,100688,494.0,7681.0,24.58
Pakistan,Sweet potatoes,1995,100688,494.0,7681.0,22.61
Pakistan,Sweet potatoes,1995,100688,494.0,7681.0,27.11
Pakistan,Sweet potatoes,1995,100688,494.0,7681.0,22.61
Pakistan,Sweet potatoes,1995,100688,494.0,7681.0,26.63
Pakistan,Sweet potatoes,1995,100688,494.0,7681.0,24.58
Pakistan,Sweet potatoes,1995,100688,494.0,7681.0,26.09
Pakistan,Sweet potatoes,1995,100688,494.0,7681.0,18.68
Pakistan,Sweet potatoes,1995,100688,494.0,7681.0,22.61
Pakistan,Sweet potatoes,1996,105177,494.0,11955.0,24.43
Pakistan,Sweet potatoes,1996,105177,494.0,11955.0,22.61
Pakistan,Sweet potatoes,1996,105177,494.0,11955.0,27.17
Pakistan,Sweet potatoes,1996,105177,494.0,11955.0,22.61
Pakistan,Sweet potatoes,1996,105177,494.0,11955.0,26.5
Pakistan,Sweet potatoes,1996,105177,494.0,11955.0,24.43
Pakistan,Sweet potatoes,1996,105177,494.0,11955.0,25.92
Pakistan,Sweet potatoes,1996,105177,494.0,11955.0,18.72
Pakistan,Sweet potatoes,1996,105177,494.0,11955.0,22.61
Pakistan,Sweet potatoes,1997,104716,494.0,16936.0,23.76
Pakistan,Sweet potatoes,1997,104716,494.0,16936.0,22.14
Pakistan,Sweet potatoes,1997,104716,494.0,16936.0,26.82
Pakistan,Sweet potatoes,1997,104716,494.0,16936.0,22.14
Pakistan,Sweet potatoes,1997,104716,494.0,16936.0,26.29
Pakistan,Sweet potatoes,1997,104716,494.0,16936.0,23.76
Pakistan,Sweet potatoes,1997,104716,494.0,16936.0,25.16
Pakistan,Sweet potatoes,1997,104716,494.0,16936.0,18.62
Pakistan,Sweet potatoes,1997,104716,494.0,16936.0,22.14
Pakistan,Sweet potatoes,1998,108413,494.0,18406.0,24.91
Pakistan,Sweet potatoes,1998,108413,494.0,18406.0,23.11
Pakistan,Sweet potatoes,1998,108413,494.0,18406.0,27.89
Pakistan,Sweet potatoes,1998,108413,494.0,18406.0,23.11
Pakistan,Sweet potatoes,1998,108413,494.0,18406.0,27.36
Pakistan,Sweet potatoes,1998,108413,494.0,18406.0,24.91
Pakistan,Sweet potatoes,1998,108413,494.0,18406.0,26.41
Pakistan,Sweet potatoes,1998,108413,494.0,18406.0,19.15
Pakistan,Sweet potatoes,1998,108413,494.0,18406.0,23.11
Pakistan,Sweet potatoes,1999,112339,494.0,20450.0,25.5
Pakistan,Sweet potatoes,1999,112339,494.0,20450.0,23.8
Pakistan,Sweet potatoes,1999,112339,494.0,20450.0,27.54
Pakistan,Sweet potatoes,1999,112339,494.0,20450.0,23.8
Pakistan,Sweet potatoes,1999,112339,494.0,20450.0,27.14
Pakistan,Sweet potatoes,1999,112339,494.0,20450.0,25.5
Pakistan,Sweet potatoes,1999,112339,494.0,20450.0,26.8
Pakistan,Sweet potatoes,1999,112339,494.0,20450.0,19.84
Pakistan,Sweet potatoes,1999,112339,494.0,20450.0,23.8
Pakistan,Sweet potatoes,2000,109771,494.0,27885.0,25.32
Pakistan,Sweet potatoes,2000,109771,494.0,27885.0,23.6
Pakistan,Sweet potatoes,2000,109771,494.0,27885.0,27.73
Pakistan,Sweet potatoes,2000,109771,494.0,27885.0,23.6
Pakistan,Sweet potatoes,2000,109771,494.0,27885.0,27.12
Pakistan,Sweet potatoes,2000,109771,494.0,27885.0,25.32
Pakistan,Sweet potatoes,2000,109771,494.0,27885.0,26.71
Pakistan,Sweet potatoes,2000,109771,494.0,27885.0,19.68
Pakistan,Sweet potatoes,2000,109771,494.0,27885.0,23.6
Pakistan,Sweet potatoes,2001,104168,494.0,11871.0,25.18
Pakistan,Sweet potatoes,2001,104168,494.0,11871.0,23.62
Pakistan,Sweet potatoes,2001,104168,494.0,11871.0,27.7
Pakistan,Sweet potatoes,2001,104168,494.0,11871.0,23.62
Pakistan,Sweet potatoes,2001,104168,494.0,11871.0,27.28
Pakistan,Sweet potatoes,2001,104168,494.0,11871.0,25.18
Pakistan,Sweet potatoes,2001,104168,494.0,11871.0,26.5
Pakistan,Sweet potatoes,2001,104168,494.0,11871.0,19.79
Pakistan,Sweet potatoes,2001,104168,494.0,11871.0,23.62
Pakistan,Sweet potatoes,2002,100385,494.0,10881.83,25.61
Pakistan,Sweet potatoes,2002,100385,494.0,10881.83,23.83
Pakistan,Sweet potatoes,2002,100385,494.0,10881.83,27.88
Pakistan,Sweet potatoes,2002,100385,494.0,10881.83,23.83
Pakistan,Sweet potatoes,2002,100385,494.0,10881.83,27.2
Pakistan,Sweet potatoes,2002,100385,494.0,10881.83,25.61
Pakistan,Sweet potatoes,2002,100385,494.0,10881.83,27.0
Pakistan,Sweet potatoes,2002,100385,494.0,10881.83,19.7
Pakistan,Sweet potatoes,2002,100385,494.0,10881.83,23.83
Pakistan,Sweet potatoes,2004,113473,494.0,8903.48,25.55
Pakistan,Sweet potatoes,2004,113473,494.0,8903.48,23.78
Pakistan,Sweet potatoes,2004,113473,494.0,8903.48,27.94
Pakistan,Sweet potatoes,2004,113473,494.0,8903.48,23.78
Pakistan,Sweet potatoes,2004,113473,494.0,8903.48,27.5
Pakistan,Sweet potatoes,2004,113473,494.0,8903.48,25.55
Pakistan,Sweet potatoes,2004,113473,494.0,8903.48,26.96
Pakistan,Sweet potatoes,2004,113473,494.0,8903.48,19.93
Pakistan,Sweet potatoes,2004,113473,494.0,8903.48,23.78
Pakistan,Sweet potatoes,2005,112584,494.0,7914.31,24.66
Pakistan,Sweet potatoes,2005,112584,494.0,7914.31,22.8
Pakistan,Sweet potatoes,2005,112584,494.0,7914.31,27.21
Pakistan,Sweet potatoes,2005,112584,494.0,7914.31,22.8
Pakistan,Sweet potatoes,2005,112584,494.0,7914.31,26.8
Pakistan,Sweet potatoes,2005,112584,494.0,7914.31,24.66
Pakistan,Sweet potatoes,2005,112584,494.0,7914.31,26.04
Pakistan,Sweet potatoes,2005,112584,494.0,7914.31,18.75
Pakistan,Sweet potatoes,2005,112584,494.0,7914.31,22.8
Pakistan,Sweet potatoes,2006,118514,494.0,6925.13,25.17
Pakistan,Sweet potatoes,2006,118514,494.0,6925.13,23.28
Pakistan,Sweet potatoes,2006,118514,494.0,6925.13,27.29
Pakistan,Sweet potatoes,2006,118514,494.0,6925.13,23.28
Pakistan,Sweet potatoes,2006,118514,494.0,6925.13,26.73
Pakistan,Sweet potatoes,2006,118514,494.0,6925.13,25.17
Pakistan,Sweet potatoes,2006,118514,494.0,6925.13,26.46
Pakistan,Sweet potatoes,2006,118514,494.0,6925.13,19.53
Pakistan,Sweet potatoes,2006,118514,494.0,6925.13,23.28
Pakistan,Sweet potatoes,2007,114454,494.0,5935.96,25.16
Pakistan,Sweet potatoes,2007,114454,494.0,5935.96,23.33
Pakistan,Sweet potatoes,2007,114454,494.0,5935.96,27.69
Pakistan,Sweet potatoes,2007,114454,494.0,5935.96,23.33
Pakistan,Sweet potatoes,2007,114454,494.0,5935.96,27.21
Pakistan,Sweet potatoes,2007,114454,494.0,5935.96,25.16
Pakistan,Sweet potatoes,2007,114454,494.0,5935.96,26.53
Pakistan,Sweet potatoes,2007,114454,494.0,5935.96,19.5
Pakistan,Sweet potatoes,2007,114454,494.0,5935.96,23.33
Pakistan,Sweet potatoes,2008,111477,494.0,4946.79,24.89
Pakistan,Sweet potatoes,2008,111477,494.0,4946.79,23.21
