"N","P","K","temperature","humidity","ph","rainfall","label"
"47","24","41","27.08","46.51","6.93","52.68","millet"
"47","30","36","32.91","52.89","6.54","66.71","millet"
"49","31","43","26.49","51.78","7.13","71.02","millet"
"59","34","45","30.89","65","7.39","47.94","millet"
"47","28","39","35","42.79","6.96","52.06","millet"
"61","35","41","32.11","60.64","6.81","30","millet"
"40","26","27","32.4","51.33","7.8","30.31","millet"
"53","40","29","30.44","50.04","8.2","34.7","millet"
"40","27","35","32.41","65","8.2","53.83","millet"
"56","29","38","28.66","54.36","6.34","63.47","millet"
"56","26","33","28.96","48.12","7.36","44.14","millet"
"54","36","44","33.18","56.04","7.02","39.69","millet"
"52","37","48","30.67","58.9","6.95","47.06","millet"
"59","35","25","33.67","40.51","6.59","54.85","millet"
"67","33","39","31.07","46.91","6.12","51.71","millet"
"40","41","33","32.1","44.85","6.34","31.36","millet"
"62","30","32","32.14","50.87","7.04","30","millet"
"55","41","36","27.11","43.6","7.87","33.87","millet"
"51","31","25","28.25","40.95","6.7","80","millet"
"63","20","39","29.94","57.93","7.03","60.6","millet"
"51","30","36","28.65","49.68","7.81","64.62","millet"
"51","48","41","18.69","63.54","7.24","37.29","barley"
"72","33","37","12.88","50.07","7.8","61.89","barley"
"57","33","34","16.38","60.48","7.08","50.47","barley"
"55","37","29","15.5","56.61","6.59","58.14","barley"
"52","30","40","18.63","55.77","6.55","43.24","barley"
"45","49","39","22.92","48.24","7.89","72.7","barley"
"69","38","45","19.13","61.33","7.61","67.48","barley"
"60","39","39","17.94","50.9","8.09","66.84","barley"
"54","35","42","12","55.49","7.32","73.2","barley"
"63","50","37","24.83","54.18","7.04","59.65","barley"
"68","50","44","19.73","51.96","7.62","53.46","barley"
"40","34","40","12.26","51.35","7.27","71.26","barley"
"41","44","25","19.97","58.59","7.3","79.64","barley"
"56","40","35","17.26","55.08","7.14","55.19","barley"
"40","32","31","15.56","49.47","7.55","71.21","barley"
"72","44","43","21.37","45","7.19","40.64","barley"
"65","39","37","14.76","56.8","7.27","48.83","barley"
"66","30","35","18.03","58.4","8.18","49.72","barley"
"58","50","30","16.16","52.28","7.08","66.11","barley"
"54","50","39","16.53","55.68","7.12","74.12","barley"
"50","32","39","13.34","57.28","7.92","60.67","barley"
"53","40","39","16.75","57.17","7.14","35","barley"
"64","43","30","18.15","57.36","6.85","72.96","barley"
"72","44","37","19.13","49.8","7.08","35","barley"
"58","40","47","16.74","59.64","7.65","43.12","barley"
"66","41","28","16.3","55.65","8.2","60.81","barley"
"52","33","28","12","54.46","6.85","56.06","barley"
"62","43","32","20.11","57.35","8.1","48.66","barley"
"68","36","29","18.69","51.7","7.99","50.97","barley"
"59","33","42","15.72","56.63","6.92","76.88","barley"
"49","30","47","21.11","49.52","6.99","59.36","barley"
"73","45","36","19.07","50.53","7.82","68.11","barley"
"70","48","33","17.03","45","8.16","66.93","barley"
"47","39","45","23.42","63.5","7.31","65.45","barley"
"58","35","42","21.63","46.79","7.56","63.16","barley"
"62","39","38","12.81","50.74","7.49","62.61","barley"
"42","42","30","22.46","61.07","7.46","53.97","barley"
"50","37","50","12","50.44","7.17","56.32","barley"
"77","44","32","21.45","59.94","7.02","65.62","barley"
"51","46","40","17.39","64.83","7.68","56.74","barley"
"44","35","31","20.16","53.26","6.85","69.06","barley"
"63","44","46","21.4","58.85","7.25","47.06","barley"
"60","35","27","19.37","60.33","7.24","54.87","barley"
"73","32","42","17.79","58.11","7.13","72.83","barley"
"64","50","32","23.28","65","7.27","51.03","barley"
"72","46","35","24.02","58.14","7.79","59.98","barley"
"56","47","39","17.21","54.07","7.98","76.68","barley"
"57","40","35","17.97","52.82","7.28","45.15","barley"
"68","30","28","17.72","55.92","7.4","68.06","barley"
"51","39","38","14.47","50.89","7.17","85.19","barley"
"54","32","40","19.89","61.02","7.35","52.19","barley"
"80","47","29","22.62","52.63","8.2","47.41","barley"
"46","32","38","15.07","49.77","7.92","35.75","barley"
"61","30","35","16.63","65","6.96","46.21","barley"
"54","44","33","16.66","55.56","7.01","53.1","barley"
"59","50","44","12","49.96","8.01","71.22","barley"
"54","39","34","15.91","56.33","7.01","44.62","barley"
"69","34","33","12.84","54.9","7.34","55.7","barley"
"72","44","34","20.56","50.52","7.43","64.38","barley"
"61","34","29","20.21","50.08","6.5","59.49","barley"
"53","46","31","21.86","53.3","7.43","51.7","barley"
"69","37","25","14.43","62.82","7.65","69.96","barley"
"62","37","36","22.56","58.62","7.92","74.92","barley"
"60","40","26","19.68","49.85","8.2","73.02","barley"
"71","44","49","18.69","48.96","7.1","47.98","barley"
"69","35","31","17.34","61.88","7.98","57.12","barley"
"52","46","40","17.56","51.41","7.97","54.24","barley"
"74","41","50","18.33","60.88","7.95","61.05","barley"
"47","47","36","18.62","65","7.21","48.76","barley"
"75","35","39","21.02","60.7","7.72","56.54","barley"
"54","30","40","19.44","59.32","7.56","44.05","barley"
"58","30","40","13.69","59.15","7.14","66.03","barley"
"59","42","31","18.26","51.72","7.32","76.66","barley"
"66","41","47","24.71","59.68","8.02","61.24","barley"
"72","41","33","23.75","59.13","7.3","47.76","barley"
"61","50","36","16.55","55.37","7.62","76.94","barley"
"61","35","35","20.45","63.78","6.94","66.22","barley"
"75","42","29","15.3","59.92","8.2","50.24","barley"
"70","41","41","18.22","59.93","8.03","59.14","barley"
"62","38","41","17.11","55.66","7.87","40.81","barley"
"56","47","42","12.95","54.27","7.65","82.15","barley"
"68","39","41","15.1","60.79","6.66","75.85","barley"
"60","49","33","12","55.85","7.86","66.38","barley"
"70","38","35","16.75","52.41","6.57","68.85","barley"
"70","50","42","21.78","45","7.97","72.95","barley"
"40","30","30","19.59","55.07","7.77","64.91","barley"
"67","38","28","23.96","56.79","7.88","80.4","barley"
"71","35","37","20.59","56.31","7.23","58.51","barley"
"55","37","39","14.32","51.35","7.75","72.63","barley"
"76","36","34","18.08","55.96","7.33","72.3","barley"
"40","36","42","20.34","46.39","7.44","70.05","barley"
"74","38","33","18.52","52.88","7.08","42.58","barley"
"52","38","40","17.54","55.15","7.26","66.89","barley"
"47","50","40","16.2","56.58","8.11","40.65","barley"
"65","43","43","22.7","46.07","7.52","44.77","barley"
"71","36","25","19.77","51.92","8.03","64.4","barley"
"52","44","45","22.05","53.47","7.49","49.59","barley"
"66","47","42","19.76","51.16","8.2","58.53","barley"
"57","30","31","17.26","47.74","7.55","58.53","barley"
"58","43","27","22.09","58.34","7.37","77.92","barley"
"59","30","30","17.88","58.58","7.35","66.85","barley"
"78","45","35","19.81","64.94","7.56","55.68","barley"
"70","45","38","19.74","56.23","6.67","66.87","barley"
"61","39","38","20.33","59.43","7.47","68.5","barley"
"40","36","41","16.76","52.42","7.2","73.51","barley"
"60","40","34","15.32","51.05","7.71","65.62","barley"
"52","30","30","18.17","55.94","7.2","58.25","barley"
"65","50","30","17.68","57.38","6.97","48.33","barley"
"48","41","30","21.59","61.25","7.36","57.63","barley"
"40","35","44","13.69","52.04","7.09","54.68","barley"
"51","31","50","13.64","47.47","7.7","62.95","barley"
"52","31","36","24.93","63.43","6.96","70.9","barley"
"63","35","38","12","63.04","7.13","74.5","barley"
"67","47","33","14.84","55.8","7.28","74.72","barley"
"79","50","27","16.48","46.41","8.05","62.03","barley"
"60","50","38","12.56","49.35","7.44","63.02","barley"
"45","38","31","20.09","61.29","7.9","73.43","barley"
"53","43","36","17.84","59.76","6.69","82.1","barley"
"62","38","46","19.44","61.54","6.98","48.3","barley"
"45","44","39","20.56","58.5","7.06","62.61","barley"
"56","34","36","12.39","55.39","8.03","73.65","barley"
"64","49","50","15.85","52.63","6.78","62.1","barley"
"49","48","38","16.62","60.21","7.82","49.84","barley"
"54","44","31","19.78","49.63","7.42","74.41","barley"
"80","43","43","19.08","55.76","7.1","54.87","barley"
"40","48","34","21.51","62.43","6.94","75.35","barley"
"51","42","35","17.24","49.65","6.82","83.01","barley"
"48","49","29","18.33","57.43","7.32","48.23","barley"
"60","36","36","15.04","53.64","6.79","65.04","barley"
"61","30","31","16.56","47.78","8.09","46.05","barley"
"69","37","28","12","64.1","7.06","63.34","barley"
"65","37","25","17.35","45","7.26","61.36","barley"
"44","30","40","21.69","59.31","6.9","69.76","barley"
"60","41","32","21.54","56.95","7.33","62.42","barley"
"46","39","32","22.06","56.39","7.72","35.94","barley"
"44","35","39","19.49","55.9","7.24","58.76","barley"
"40","50","31","18.74","52.64","7.25","60.81","barley"
"60","50","35","18.33","52.84","7.54","53.38","barley"
"58","45","41","17.29","54.47","7.23","57.9","barley"
"56","42","40","21.34","58.64","7.56","56.67","barley"
"59","48","32","20.79","59.19","7.56","73.37","barley"
"69","50","49","15.92","54.37","7.85","35","barley"
"71","45","37","12","47.25","7.35","43.18","barley"
"78","40","27","12","61.65","7.81","54.23","barley"
"63","38","37","17.01","55.47","7.92","60.69","barley"
"62","39","32","13.51","53.4","7.27","61.19","barley"
"67","45","34","14.8","63.18","7.45","44.55","barley"
"53","42","39","19.05","57.4","7.39","57.18","barley"
"52","39","39","21.03","58.57","7.84","58.23","barley"
"72","34","29","18.85","50.6","7.51","69.19","barley"
"68","46","50","15.63","49.58","7.58","43.24","barley"
"63","43","38","18.24","49.73","6.85","74.13","barley"
"59","30","44","18.28","59.89","6.96","68.38","barley"
"59","45","44","19.49","57.47","7.17","62.5","barley"
"46","36","50","19.76","61.24","7.66","74.85","barley"
"56","41","39","22.76","52.9","7.05","70.95","barley"
"75","50","41","18.03","60.21","7.49","56.37","barley"
"72","48","40","15.63","60.15","7.23","51.66","barley"
"64","46","30","18.9","59.08","7.41","73.55","barley"
"69","43","40","16.77","60.05","6.85","70.97","barley"
"73","32","44","17.24","59.2","6.5","59.03","barley"
"55","50","46","15.25","56.6","7.85","56.31","barley"
"63","31","36","12.34","58.03","7.32","35","barley"
"62","41","38","12.08","47.93","7.68","57.57","barley"
"51","45","29","21.63","61.01","7.08","63","barley"
"60","45","38","17.74","48.23","7.67","50.59","barley"
"63","36","35","19.83","51.16","7.32","48.51","barley"
"53","37","39","16.05","58.03","8.2","47.17","barley"
"71","49","42","16.85","50.58","8.12","68.45","barley"
"72","34","30","22.3","55.22","7.6","65.84","barley"
"45","42","40","15.59","62.29","7.59","62.96","barley"
"47","45","36","12.96","50.86","7.47","36.16","barley"
"79","33","29","16.32","50.39","7.07","77.05","barley"
"54","39","41","18.26","51.82","7.48","80.48","barley"
"47","40","34","12.69","48.2","6.85","57.91","barley"
"50","33","43","17.16","56.62","6.83","67.13","barley"
"51","42","38","19.37","62.72","8.2","57.79","barley"
"60","30","41","22.32","56.61","7.74","55.92","barley"
"60","42","41","17.16","47.07","7.26","64.15","barley"
"56","32","45","20.2","52.35","7.45","90","barley"
"76","37","38","13.32","54.21","8.2","48.5","barley"
"72","44","38","15.58","56.06","6.62","70.56","barley"
"49","44","38","20.94","52.22","7.24","73.9","barley"
"50","41","31","20.29","49.62","7.11","40.64","barley"
"66","45","49","20.98","55.24","7.72","62.36","barley"
"62","47","43","17.13","51.29","7.46","57.92","barley"
"69","39","33","14.49","53.46","7.09","37.75","barley"
"60","39","31","18.38","51.58","7.86","71.1","barley"
"80","36","29","19.62","54.6","7.66","49.6","barley"
"69","40","27","18.74","55.15","7.15","47.71","barley"
"45","33","43","13.9","54.43","7.04","81.57","barley"
"64","32","36","19.53","57.1","7.57","44.84","barley"
"61","39","43","16.94","53.31","7.38","52.47","barley"
"59","40","41","19.74","63.57","7.76","53.67","barley"
"62","41","35","20.5","56.33","7.67","35","barley"
"65","30","44","17.94","54.29","7.32","57.62","barley"
"40","41","40","15.15","55.25","7.08","49.43","barley"
"54","48","35","20","51.56","7.66","90","barley"
"69","36","46","15.22","57.07","7.32","72.38","barley"
"58","39","25","17.09","51.84","6.65","36.86","barley"
"61","49","50","15.84","49.87","7.39","69.1","barley"
"80","50","37","14.5","53.31","7.05","72.4","barley"
"51","39","35","17.09","50.41","7.57","40.63","barley"
"59","43","50","16.44","48.65","7.01","61.82","barley"
"58","39","39","13.81","64.36","7.79","68.82","barley"
"50","36","36","21.26","57.69","6.61","61.23","barley"
"67","49","31","15.12","50.42","7.58","57.68","barley"
"70","47","34","15.45","57.61","6.87","63.22","barley"
"67","30","35","15.5","50.79","6.94","58.84","barley"
"61","41","33","20.43","60.39","7.23","46.14","barley"
"58","38","38","18.17","45","7.02","70.08","barley"
"56","40","43","17.73","56.39","6.64","54.63","barley"
"80","38","38","22.45","54.12","7.73","69.9","barley"
"51","48","43","17.65","65","7.1","81.89","barley"
"73","50","41","22.86","58.04","7.84","66.78","barley"
"54","46","34","18.68","56.42","7.93","49.86","barley"
"64","33","42","12.45","60.41","7.37","81.49","barley"
"66","37","39","19.29","52.3","7.57","62.8","barley"
"69","42","38","16.33","57.03","6.93","57.26","barley"
"67","42","40","20.95","57.29","8.13","58.29","barley"
"46","33","43","14.23","57.56","7.48","70.94","barley"
"49","41","35","18.82","54.59","7.59","68.2","barley"
"40","36","46","23.15","59.42","6.97","55.72","barley"
"49","39","28","17.46","61.64","7.02","55.55","barley"
"60","36","35","14.53","63.24","7.37","56.47","barley"
"66","37","28","21.54","56.87","7.49","46.56","barley"
"49","43","40","16.54","60.31","7.48","53.83","barley"
"55","45","44","18.64","48.65","7.05","63.72","barley"
"51","34","32","20.89","61.26","6.92","54.47","barley"
"51","41","33","14.45","56.53","7.35","60.45","barley"
"71","48","32","17.72","58.93","7.72","35.7","barley"
"56","39","43","17.86","55.88","7.13","56.61","barley"
"71","41","36","23.93","58.8","6.87","42.3","barley"
"46","49","33","16.86","59.2","6.97","73.2","barley"
"59","41","36","19.35","61.94","7.31","66.04","barley"
"48","38","50","22.4","56.91","7.33","50.28","barley"
"65","37","45","17.18","48.13","7.47","35","barley"
"71","30","37","21.3","57.13","7.21","68.41","barley"
"78","43","29","12","50.34","7.41","35.18","barley"
"73","42","26","16.73","56.23","7.17","66.05","barley"
"68","49","37","19.67","51.06","7.45","65.92","barley"
"52","43","33","23.68","48.94","7.52","42.15","barley"
"59","40","34","14.32","65","7.42","78.97","barley"
"56","32","39","16.17","46.04","7.7","56.1","barley"
"68","42","34","15.22","57.88","7.01","43.59","barley"
"73","45","35","15.5","56.27","7.83","84.57","barley"
"40","34","37","20.51","59.42","7.82","49.9","barley"
"80","42","36","20.19","54.18","7.84","62.43","barley"
"56","30","41","20.11","60.46","7.18","70.78","barley"
"80","37","45","24.78","59.37","7.27","61.06","barley"
"70","38","35","16.1","62.57","6.8","67.68","barley"
"60","44","36","17.84","54.54","7.07","53.62","barley"
"48","40","44","16.97","55.24","7.95","54.04","barley"
"41","35","31","19.61","55.62","6.96","77.85","barley"
"56","32","33","12","56.71","7.14","78.15","barley"
"57","35","37","21.79","49.74","6.86","68.3","barley"
"52","50","43","14.94","51.01","7.52","59.65","barley"
"45","39","34","17.18","48.28","7.72","43.46","barley"
"61","45","36","16.51","50.16","7.73","47.34","barley"
"51","43","50","17.35","47.26","8.2","56.45","barley"
"61","41","43","20.05","56.67","7.76","68.39","barley"
"55","37","25","18.79","57.45","6.96","35","barley"
"51","37","47","13.6","45","7.17","75.88","barley"
"58","50","40","18.19","54.33","6.9","63.45","barley"
"48","49","49","13.37","56.6","7.58","48.47","barley"
"53","36","45","16.11","52.28","7.54","41.8","barley"
"49","42","35","20.72","54.4","7.42","57.25","barley"
"76","40","42","16.17","52.81","7.67","51.88","barley"
"40","41","30","15.1","63.74","7.2","85.64","barley"
"70","33","47","19.64","50.86","7.98","70.8","barley"
"45","37","34","15.16","45.12","7.34","67.5","barley"
"54","45","37","16.21","59.47","7.38","65.31","barley"
"68","35","31","18.69","60.06","7.58","80.34","barley"
"62","39","25","12.22","56.71","7.52","79.83","barley"
"61","30","42","14.25","56.06","7.84","63.44","barley"
"59","36","34","19.83","53.88","7.59","56.91","barley"
"69","50","39","17.56","61.62","7.97","52.35","barley"
"55","38","38","17.57","56.16","7.6","71.88","barley"
"71","42","46","17.26","54.69","7.29","39.55","barley"
"59","40","28","17.52","45","7.1","53.66","barley"
"66","38","31","14.2","55.04","7.68","42.3","barley"
"69","34","44","18.6","50.85","7.25","71.25","barley"
"63","30","31","16.1","52.13","6.98","54.11","barley"
"55","39","36","13.28","57.13","7.95","76.75","barley"
"73","50","32","15.43","55.6","7.89","62.39","barley"
"71","39","36","18.47","51.18","7.54","71.62","barley"
"70","38","43","12.98","59.76","8.14","64.24","barley"
"54","43","36","18.66","52.96","7.99","40.62","barley"
"63","38","40","15.87","61.45","7.36","35","barley"
"78","45","26","17.29","50.52","7.18","60.64","barley"
"58","50","30","15.34","48.86","7.3","64.2","barley"
"53","38","36","20.95","58.92","7.87","62.56","barley"
"80","42","45","18.99","55.36","8.2","66.31","barley"
"59","43","48","14.47","61.06","7.38","76.49","barley"
"45","46","27","19.15","55.88","7.11","36.73","barley"
"52","33","37","14.12","54.45","7.3","70.13","barley"
"68","36","41","16.55","46.38","7.91","64.56","barley"
"53","38","41","13.45","48.96","7.11","65.56","barley"
"59","37","35","18.58","55.08","7.88","47.41","barley"
"69","44","34","19.35","58.23","7.68","39.12","barley"
"54","40","25","12.32","56.33","6.87","44.76","barley"
"57","44","41","14.97","64.12","7.96","68.96","barley"
"67","44","40","17.06","61.81","7.47","66.55","barley"
"57","45","44","13.8","59.83","6.96","82.32","barley"
"53","43","37","14.52","45","6.92","78.48","barley"
"72","33","25","17.52","52.35","7.52","35","barley"
"67","35","32","20.65","45.48","7.66","42.38","barley"
"66","35","33","20.91","63.35","6.65","77.19","barley"
"54","30","37","17.73","58.8","7.66","84.28","barley"
"49","42","40","18.46","47.73","7.7","35","barley"
"70","37","42","15.85","53.55","7.15","58.87","barley"
"70","39","37","20.93","60.91","7.9","43.63","barley"
"59","36","36","17.93","58.28","7.56","60.25","barley"
"65","44","44","17.29","55.62","6.76","65.3","barley"
"53","38","40","16.42","63.53","7.92","53.4","barley"
"56","44","38","20.12","57.68","6.92","69.16","barley"
"61","34","29","16.11","55.36","7.5","56.23","barley"
"67","39","33","19.54","56.58","7.77","66.4","barley"
"66","38","40","20.41","56.09","7.82","78.15","barley"
"67","34","44","17.83","55.01","7.37","63.64","barley"
"49","34","43","18.54","49.22","7.52","52.2","barley"
"40","41","30","17.26","52.66","7.98","64.2","barley"
"56","32","28","18.06","56.67","7.46","36.79","barley"
"68","34","33","17.29","57.77","6.5","39.9","barley"
"61","46","40","23.98","62.37","7.51","54","barley"
"46","41","38","23.51","49.53","7.4","63.77","barley"
"71","42","35","17.67","58.63","7.1","39.94","barley"
"59","33","37","14.14","58.44","7.17","42.3","barley"
"59","41","39","17.75","64.93","7.2","65.35","barley"
"54","35","44","16.83","52.48","7.05","60.14","barley"
"66","39","41","18","55.94","6.91","69.42","barley"
"61","38","38","14.54","52.29","7.77","62.85","barley"
"80","40","44","20.31","60.02","7.66","60.54","barley"
"66","48","36","16.74","64.05","7.96","67.13","barley"
"67","38","36","20.5","56.18","7.41","64.4","barley"
"77","39","41","17.99","53.42","7.15","67.79","barley"
"63","40","40","20.71","49.41","7.83","49.01","barley"
"68","35","38","24.29","50.6","7.48","68.82","barley"
"62","37","31","17.27","56.05","7.85","57.97","barley"
"52","43","46","20.74","61.83","8.02","54.48","barley"
"62","40","30","21.68","45.95","7.3","73.14","barley"
"67","38","35","18.48","56.59","7.64","54.83","barley"
"46","43","31","17.41","60.17","7.63","57.46","barley"
"68","35","50","15.88","57.9","7.04","70.4","barley"
"80","41","42","20.66","50.89","7.46","39.83","barley"
"66","43","32","25","55.66","8.2","46.73","barley"
"68","38","25","12","59.78","7.94","70.98","barley"
"62","44","33","18.37","55.27","7.66","64.71","barley"
"60","46","37","20.19","60.64","7.25","50.23","barley"
"65","50","34","20.03","51.08","7.21","63.21","barley"
"63","43","31","18.93","49.01","7.18","62.49","barley"
"68","49","32","21.09","61.46","7.8","75.83","barley"
"55","42","38","17.01","54.47","8","48.1","barley"
"59","30","36","17.83","48.48","6.94","55.49","barley"
"78","40","29","14.84","60.2","7.23","48.39","barley"
"57","50","43","22.82","48.37","8.2","56.54","barley"
"57","37","38","16.17","57.62","7.48","54.2","barley"
"52","41","44","15.41","58.35","6.89","52.98","barley"
"60","40","37","14.21","56.81","7.95","59.99","barley"
"59","40","43","15.7","58.81","7.05","60.19","barley"
"42","44","26","25","56.76","8.2","57.59","barley"
"61","32","35","18.52","52.53","7.35","82.05","barley"
"60","33","42","14.37","54.72","7.14","65.36","barley"
"67","39","31","18.26","55.08","7.24","36.47","barley"
"68","35","35","19.47","50.53","7.32","61.34","barley"
"63","50","36","19.03","61.67","7.54","50.39","barley"
"80","44","29","16.22","65","7.54","48.35","barley"
"74","43","43","22.7","55.39","7.51","59.37","barley"
"65","46","40","20.71","45","6.85","70.71","barley"
"74","42","47","19.52","53.68","7.69","39.63","barley"
"59","33","41","22.85","47.13","7.17","73.67","barley"
"40","37","32","21.29","53.07","7.7","82.59","barley"
"53","40","25","17.75","50.42","7.32","79.33","barley"
"67","35","43","17.33","60.11","7.05","64.14","barley"
"57","37","30","14.54","48.3","7.5","64.2","barley"
"42","35","32","19.07","56.55","7.86","73.29","barley"
"51","46","42","20.98","53.02","7.29","55","barley"
"53","40","28","17.66","54.2","6.56","76.24","barley"
"75","50","37","12.66","55.36","7.41","61.67","barley"
"80","41","39","19.77","51.25","7.1","66.88","barley"
"40","43","46","14.95","51.94","7.06","52.04","barley"
"62","39","34","22.25","46.34","7.53","77.3","barley"
"57","38","49","16.76","54.55","7.46","50.73","barley"
"55","33","26","15.61","52.11","6.91","66.89","barley"
"51","34","31","19.17","62.82","7.38","73.84","barley"
"73","47","46","21.92","60.21","7.81","48.08","barley"
"51","33","36","22.02","56.69","7.22","84.04","barley"
"64","44","30","22.18","57.79","6.99","68.94","barley"
"54","34","32","15.63","59.51","7.32","77.86","barley"
"54","50","45","19.49","55.58","7.71","67.73","barley"
"56","42","27","22","52.53","7.21","55.14","barley"
"40","46","31","19.57","52.94","7.65","66.7","barley"
"68","44","33","21.24","55.94","7.56","55.06","barley"
"62","38","41","25","53.17","7.05","90","barley"
"71","42","37","17.34","57.08","7.36","35","barley"
"67","35","38","20.88","53.37","7.5","90","barley"
"44","36","49","15.81","61.48","7.56","37.95","barley"
"78","30","39","16.09","56.58","7.59","55.81","barley"
"57","30","36","15.42","50.84","7.65","74.06","barley"
"73","37","36","18.85","65","7.53","55.53","barley"
"59","44","38","13.69","46.85","7.68","35","barley"
"59","44","41","18.6","60.06","7.21","62.98","barley"
"57","39","33","15.06","52.57","7.38","59.35","barley"
"58","30","40","16.44","53.17","7.45","62.15","barley"
"63","49","36","17.79","59.17","8.2","63.75","barley"
"57","42","38","16.76","48.8","7.83","36.16","barley"
"69","50","38","22.45","55.22","7.3","50.18","barley"
"50","43","46","16.67","48.69","7.45","49.96","barley"
"56","48","33","22.21","46.63","7.67","53.82","barley"
"62","44","37","20.54","45.31","7.35","49.37","barley"
"70","30","45","16.75","49.25","7.24","44.14","barley"
"51","35","46","19.6","55.78","7.61","59.46","barley"
"59","47","39","18.22","45.55","7.85","55.3","barley"
"68","39","38","22.78","51.91","6.93","59.33","barley"
"50","40","33","18.67","51.76","7.11","47.35","barley"
"53","50","32","16.08","57.21","7.21","35","barley"
"60","40","34","22.28","48.23","7.78","36.96","barley"
"52","33","37","20.77","55.23","8.07","66.53","barley"
"50","30","33","18.68","59.77","7.52","73.29","barley"
"66","37","47","18.18","63.13","6.89","52.27","barley"
"49","47","42","17.64","58.63","7.26","51.26","barley"
"67","30","31","14.39","51.45","7.65","65.29","barley"
"50","41","47","21.96","61.6","7.04","48.44","barley"
"59","50","36","20.46","58.35","7.73","53.37","barley"
"55","45","33","12","45","7.71","74.05","barley"
"57","41","35","18.34","57.45","7.18","42.15","barley"
"71","41","34","23.74","47.82","7.52","35.97","barley"
"66","38","40","19.6","54.42","7.22","57.07","barley"
"66","37","33","20.5","56.37","7.91","73.93","barley"
"55","30","41","15.01","56.99","7.44","60.42","barley"
"62","40","46","12.91","65","6.98","73.32","barley"
"51","45","39","17.58","59.75","7.88","57.91","barley"
"50","40","39","16.07","63.74","7.14","90","barley"
"72","47","36","18.53","65","7.63","76.85","barley"
"69","30","33","18.14","57.69","7.02","64.55","barley"
"68","36","33","18.18","56.33","7.85","69.01","barley"
"52","32","38","18.88","47.88","7.77","40.07","barley"
"67","46","35","21.46","55.68","7.68","46.9","barley"
"69","30","35","14.33","53.55","7.15","52.69","barley"
"42","37","37","16.99","54.09","7.6","72.26","barley"
"64","45","40","18.04","56.64","7.63","64.14","barley"
"64","30","30","17.42","49.97","7.18","66.32","barley"
"65","33","35","16.04","51.01","6.68","52.13","barley"
"64","35","27","25","54.36","7.49","76.43","barley"
"56","37","40","13.06","57.76","8.2","50.14","barley"
"70","46","33","18.61","59.5","7.1","75.46","barley"
"66","31","43","20.13","56.29","7.68","48.62","barley"
"69","38","48","17.03","65","7.15","40.58","barley"
"54","30","39","17.01","50.55","7.69","77.35","barley"
"59","42","36","14.02","51.55","7.24","78.97","barley"
"79","46","47","16.97","55.71","8.06","60.28","barley"
"52","46","40","16.14","53","7.14","36.79","barley"
"67","38","29","19.08","63.71","8.05","49.58","barley"
"78","45","30","18.07","56.45","7.46","46.98","barley"
"67","44","37","12","45.46","7.13","78.27","barley"
"62","44","34","25","48.45","7.53","47.33","barley"
"46","34","35","13.71","55.63","7.07","65.65","barley"
"61","35","44","16.74","54.27","7.77","51.48","barley"
"40","50","41","18.4","49.34","7.91","63.62","barley"
"55","50","38","13.58","50.79","7.99","64.02","barley"
"61","31","38","23.3","54.99","7.6","60.51","barley"
"60","40","27","19.05","52.3","7.28","63.85","barley"
"55","33","41","22.22","60.54","6.76","75.53","barley"
"71","40","40","25","56.59","7.52","68.14","barley"
"57","30","31","20.88","58.98","7.18","36.47","barley"
"73","36","34","16.47","58.74","7.54","78.96","barley"
"58","45","31","19.85","60.86","7.12","43.7","barley"
"45","31","35","20.23","51.48","7.32","53.91","barley"
"51","42","42","16.85","51.57","6.65","76.46","barley"
"59","30","37","18.86","58.84","7.38","66.06","barley"
"62","35","43","16.29","62.32","6.72","64.21","barley"
"66","39","46","17.75","64.24","6.87","53.86","barley"
"62","43","39","16.95","61.06","7.94","82","barley"
"51","37","37","25","60.8","7.27","55.64","barley"
"50","32","28","18.72","49.3","7.55","51.13","barley"
"65","35","32","23.45","53.92","7.39","49.68","barley"
"54","39","44","18.93","56.99","6.94","46.31","barley"
"57","44","41","19.59","53.36","6.92","47.88","barley"
"62","33","39","21.69","55.9","7.44","76.53","barley"
"73","50","34","15.21","57.38","8.09","71.18","barley"
"40","44","30","23.97","58.41","7.17","58.49","barley"
"67","43","37","17.17","55.26","7.97","59.37","barley"
"61","34","26","18.76","51.17","7.61","58.11","barley"
"70","45","39","15.53","54.97","7.17","55.55","barley"
"72","42","25","13.9","52.18","6.53","53.74","barley"
"59","44","43","22.19","59.23","8.2","84.44","barley"
"60","40","36","20.23","47.08","7.16","81.28","barley"
"59","40","41","16.31","51.49","7.17","50.41","barley"
"44","37","39","18.65","57.78","7.27","57.59","barley"
"57","30","41","15.96","59.29","7.17","58.2","barley"
"51","32","42","16.66","58.99","7.7","60.39","barley"
"52","34","33","25","57.03","7.34","59.4","barley"
"57","50","48","14.64","54.91","7.21","66.71","barley"
"66","32","26","20.43","52.28","7.8","64.19","barley"
"51","41","41","13.61","51.68","7.37","52.1","barley"
"46","43","29","15.96","52.72","7.41","49.85","barley"
"73","37","26","13.46","63.81","7.5","41.04","barley"
"66","44","33","21.07","56.59","7.39","64.75","barley"
"55","34","41","15.44","55.93","7.6","46.38","barley"
"45","30","33","16.94","58","7.39","35","barley"
"77","39","44","18.87","62.83","7.92","62.33","barley"
"77","39","36","23.19","58.11","7.38","76.69","barley"
